id,course_id,start,end,course_type,category,course_name,course_syllabus,course_keyword,course_category
8474,course-v1:CQU+CQUMOOCMSE21202+2017_T1,2017-02-20 08:00:00,2017-05-15 08:00:00,0,,土木工程材料,,"土木工程材料,隨堂模式,重慶大學,",程式
7150,course-v1:HUSTX+603+sp,2016-05-31 08:00:00,2016-07-31 23:30:00,0,,數字信號分析理論與實踐（自主模式-廢棄）,介紹白噪聲、正弦波等標準信號生成算法，以及頻譜分析、小波分析等常用信號分析方法。採用理論教學+Matlab實踐方式，強調學生對知識的理解和應用。,"數字信號分析理論與實踐（自主模式-廢棄）,隨堂模式,,",程式
9607,course-v1:SDJTU+CS02+2017_T1,2017-01-18 08:00:00,2017-01-19 08:00:00,0,,測試2,,"測試2,隨堂模式,,",程式
10475,course-v1:TsinghuaX+lzufe_10691113X+2017_T1,2017-04-10 00:00:00,2017-05-21 23:30:00,0,,西方思想經典與現代社會,在21世紀的今天，是否每個人每個國家都已進入現代社會？現代社會與古代社會分別建立在哪些原則上？權利原則的確立是人類邁向現代社會的一個標誌。,"西方思想經典與現代社會,隨堂模式,清華大學,",生活
7519,course-v1:MITx+JPAL350x+3T2016,2016-10-18 08:00:00,2016-12-12 08:00:00,0,,Measuring Health Outcomes in Field Surveys,This course explores the fundamentals of field-based health research through documentary-style learning at ongoing research projects in India and Kenya.,"Measuring Health Outcomes in Field Surveys,隨堂模式,麻省理工學院,",商管
9085,course-v1:TsinghuaX+00040132X+2017_T1,2017-02-20 08:00:00,2017-05-26 23:30:00,0,art,寶玉石鑑賞（2017春）,寶玉石，既是自然美的精華，也是財富身份的象徵。《寶玉石鑑賞》讓你瞭解寶石的自然屬性和歷史文化，帶你進入寶石的奇妙世界。,"寶玉石鑑賞（2017春）,隨堂模式,清華大學,藝術·設計",科學
9300,course-v1:ynu_TsinghuaX+30670043X+2017_T1,2017-01-09 00:00:00,2017-07-31 00:00:00,0,,傳播學原理（2017春）,傳播無處不在，傳播無時不有。50年前，麥克盧漢發出驚世之語：媒體是人體的延伸。如今，我們人人都是媒體，時時都在傳播。這門課幫助學生系統掌握傳播學知識，提高傳播能力，訓練學生的理論思維能力。,"傳播學原理（2017春）,隨堂模式,,",科學
11717,course-v1:ACCA+MA2_X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,中級管理會計（2017秋）,會計和商務基礎知識。如果沒有相關知識，建議先修財務及管理會計基礎課。,"中級管理會計（2017秋）,隨堂模式,ACCA,經管·會計",商管
11151,course-v1:MITx+7.28.3x+2T2017,2017-08-15 08:00:00,2017-10-11 08:00:00,0,,Molecular Biology – Part 3: RNA Processing and Translation,An in-depth adventure through RNA Processing and Translation. Strengthen your scientific thinking and biological experimental design skills.,"Molecular Biology – Part 3: RNA Processing and Translation,隨堂模式,麻省理工學院,",程式
9316,course-v1:SEU+00034237+2017_T1,2017-02-20 00:00:00,2017-05-12 23:30:00,0,medicine,中醫養生方法學（2017春）,中醫養生是中國傳統文化中最具特色和實用價值的部分，在維護健康、防病治病方面起着重要作用。本課程重點講解實用有效的養生方法，包括精神、睡眠、飲食、藥膳和運動養生。,"中醫養生方法學（2017春）,隨堂模式,東南大學,醫學·健康",運動
6938,course-v1:gxnun_TsinghuaX+00510888X+2016_T2,2016-08-08 00:00:00,2016-11-08 00:00:00,0,,創業啓程,企業家講授，教授點評，案例與理論結合，幫你打開通往創業的大門，讓你掌握並學會運用機會識別等創業理論，感受冒險進取、堅持不懈的創業精神的魅力。,"創業啓程,隨堂模式,,",商管
4450,course-v1:TsinghuaX+30240532X+2016_T1,2016-04-18 08:00:00,2016-08-31 00:00:00,0,computer,面向對象程序設計（C++）,以C++語言爲基礎，從設計層面介紹程序設計的重要設計思想和經典設計模式，如面向對象程序設計、基於接口編程、泛型編程等，還將介紹對標準模板庫STL。,"面向對象程序設計（C++）,隨堂模式,清華大學,計算機",程式
9830,course-v1:365dx+022+2017_T1,2017-02-14 08:00:00,2017-07-15 00:00:00,0,,大數據平臺核心技術(2017年春),講授分佈式系統構架、分佈式編程、分佈式流處理、分佈式數據存儲管理、內存計算支持等內容，突出技術深度和實戰性。,"大數據平臺核心技術(2017年春),隨堂模式,,",程式
11347,course-v1:ColumbiaX+CSMM.104x+3T2017,2017-10-30 08:00:00,2018-01-28 08:00:00,0,,Animation and CGI Motion,Learn the science behind movie animation from the Director of Columbia’s Computer Graphics Group.,"Animation and CGI Motion,隨堂模式,哥倫比亞大學,",程式
10708,course-v1:Microsoft+DEV234x+2T2017,2017-04-01 08:00:00,2017-06-30 08:00:00,0,,Asynchronous Programming with JavaScript,"Expand your JavaScript knowledge with the latest asynchronous programming techniques, including JavaScript Promises and Generators.","Asynchronous Programming with JavaScript,隨堂模式,微軟,",程式
2136,course-v1:TsinghuaX+00690092X+_2015_T2_,2015-07-15 00:00:00,2016-07-15 00:00:00,0,,邏輯學概論,“邏輯”是什麼？大家都很熟悉卻又似乎難以說清。本課程將告訴你：作爲一門學科，邏輯學研究的是什麼，以及它的基本思路、原則和方法。,"邏輯學概論,隨堂模式,清華大學,",科學
4436,course-v1:TsinghuaX+70800232X+2016_T1,2016-03-18 08:00:00,2016-07-06 00:00:00,0,art,視覺傳達設計思維與方法(2016春),注重邏輯思維與逆向思維並重的教學。以設計哲學、研究型設計與跨界設計、格律設計爲宏觀視點，掌握針對性選擇何種設計思維與設計方法展開實踐的能力,"視覺傳達設計思維與方法(2016春),隨堂模式,清華大學,藝術·設計",商管
8050,course-v1:yunnan_TsinghuaX+10450012X+2016_T2,2016-10-14 00:00:00,2017-01-14 00:00:00,0,,現代生物學導論,"生命的祕密是什麼？歡迎加入我們的課程,以一種全新的方式來學習和探索生命科學。What are the secrets of life? Welcome to our class to learn Biology in a way we never done before!","現代生物學導論,隨堂模式,,",科學
8414,course-v1:CAU+08110140_2x+2016_2017,2016-03-18 00:00:00,2016-08-31 00:00:00,0,,C程序設計案例教程（進階）(2016_T2),C語言曾開發出UNIX操作系統等經典系統。隨着物聯網、智能終端等技術的發展，也用於開發應用程序，因其還具有硬件底層執行能力，並且易於使用，能夠持久豐富和發展。,"C程序設計案例教程（進階）(2016_T2),隨堂模式,中國農業大學,",程式
11176,course-v1:HarvardX+Hum3.2x+2T2017,2017-06-26 08:00:00,2018-06-26 08:00:00,0,,Shylock’s Bond,An exploration of the magnetic and ambivalent character of Shylock in William Shakespeare’s <em>The Merchant of Venice.</em>,"Shylock’s Bond,隨堂模式,哈佛大學,",商管
10175,course-v1:USMx+LDT200x+2T2017,2017-08-02 08:00:00,2017-09-27 08:00:00,0,,Instructional Design Models,Explore traditional and current instructional design models as you develop your own outline of an online course.,"Instructional Design Models,隨堂模式,,",程式
9296,course-v1:ynu_TsinghuaX+60510102X+2017_T1,2017-01-09 00:00:00,2017-04-09 00:00:00,0,,創辦新企業（2017春）,《創辦新企業》是在用創業的方式來辦的創業課。本課程有口號、有徽章、有logo、有社區、有基金，是一個全新模式的創業課程，用10年時間把該課程辦成全球最具特色、最具實效、最具影響力的一門創新創業課程。,"創辦新企業（2017春）,隨堂模式,,",商管
1305,UC_BerkeleyX/ColWri2_3x_2015_T1/2015_T1,2015-07-15 00:00:00,2015-09-13 00:00:00,0,foreign language,英語寫作指導Ⅲ,針對英語語言學習者的學術寫作入門課程，主要關注短文寫作、語法使用和自我檢查，分爲三個部分，這是第Ⅲ部分。,"英語寫作指導Ⅲ,隨堂模式,加州大學伯克利分校,外語",程式
6487,course-v1:Tsinghua+CS101+2016_T1,2016-06-20 08:00:00,2017-07-01 12:30:00,0,,計算機科學介紹,這門課程非常好！,"計算機科學介紹,隨堂模式,,",程式
8981,course-v1:dongguan+gaozhong34+20161223,2016-12-25 08:00:00,2017-04-25 00:00:00,0,,高二化學重點知識精講課,,"高二化學重點知識精講課,隨堂模式,,",科學
9483,course-v1:CPVS+CPVS_homework-pengren+20170118,2017-01-18 12:00:00,2017-02-17 23:30:00,0,,經管系-烹飪專業-15級16級（作業）,,"經管系-烹飪專業-15級16級（作業）,隨堂模式,北京市昌平職業學校,",商管
8005,course-v1:TsinghuaX+00690212X+2016_2017,2016-03-14 09:00:00,2016-06-30 23:30:00,0,,中國古代禮義文明（上）（2016_T2）,中國是傳承千年的禮儀之邦，中國文化的核心是禮。本課程講通過大量的文獻材料，深入淺出地講授中國古代禮儀文明的基本框架。,"中國古代禮義文明（上）（2016_T2）,隨堂模式,清華大學,",語言
10744,course-v1:TsinghuaX+60240013X+2017_T1,2017-05-27 00:00:00,2018-04-05 00:00:00,0,,組合數學,"本課程是計算機專業核心的基礎理論課,是計算機理論分析和算法設計的基礎,側重介紹組合數學的概念和思想，研究離散對象的計數方法和相關理論。","組合數學,隨堂模式,清華大學,",程式
698,TsinghuaX/20250103X/2015_T2,2015-09-21 08:00:00,2016-01-21 12:00:00,0,electrical,數字電子技術基礎,電子技術的應用“無所不在”。不管哪個領域、哪個行業，爲實現現代化、自動化、信息化，就必須配以電子系統。“電子技術基礎”課程教授實現電子系統必備的基礎知識。,"數字電子技術基礎,隨堂模式,清華大學,電子,工程",程式
3469,course-v1:GKDJXJY+MNDZ001+2015_T2,2017-03-05 00:00:00,2017-07-10 09:00:00,0,,模擬電子技術基礎(基礎部分）,,"模擬電子技術基礎(基礎部分）,隨堂模式,,",程式
9671,course-v1:MITx+8.422.1x+1T2017,2017-02-15 08:00:00,2017-03-15 08:00:00,0,,Atomic and Optical Physics: Quantum States and Dynamics of Photons,Learn about the physics of photons with applications to modern atomic and optical physics.,"Atomic and Optical Physics: Quantum States and Dynamics of Photons,隨堂模式,麻省理工學院,",科學
2557,course-v1:TsinghuaX+30240233X+2015__T2,2015-08-04 00:00:00,2016-08-04 00:00:00,0,,程序設計基礎,如何從生活中提煉算法，使計算機能象人一樣解決問題？如何運用計算思維，用計算機來提高人的能力？我們將爲你呈現一個既熟悉又陌生的精彩世界，帶你感悟不一樣的計算人生。,"程序設計基礎,隨堂模式,清華大學,",程式
6144,course-v1:lzufe_TsingshuaX+THU00022X+2016_T0,2016-05-16 17:00:00,2016-05-29 23:30:00,0,,中國大國崛起的經濟、歷史、國際研究分析（2016畢業班）,Will China Rise as a Disruptive Force? Three leading Chinese experts will share their views and provide answers to Chinese critical issues.,"中國大國崛起的經濟、歷史、國際研究分析（2016畢業班）,隨堂模式,,",商管
1325,TsinghuaX/60240202X/_,2015-09-23 08:00:00,2016-01-23 00:00:00,0,computer,大數據平臺核心技術,講授分佈式系統構架、分佈式編程、分佈式流處理、分佈式數據存儲管理、內存計算支持等內容，突出技術深度和實戰性。,"大數據平臺核心技術,隨堂模式,清華大學,計算機",程式
7344,course-v1:MichiganX+PLAx+3T2016,2016-10-04 08:00:00,2017-10-04 08:00:00,0,,Practical Learning Analytics,"This MOOC offers a flexible, collaborative introduction to learning analytics in higher education. You’ll learn by doing, using realistic data and code.","Practical Learning Analytics,隨堂模式,密歇根大學,",程式
8382,course-v1:TsinghuaX+THU201608+2016_2017,2016-05-02 08:00:00,2016-07-15 23:30:00,0,,生物醫學工程導論(2016_T2),生物醫學工程將工程學方法應用到生物和醫學領域，幫助人類更好的認識生物體活動並幫助病患得到更好的照料。本課程將以實例的形式介紹生物醫學工程的內容。,"生物醫學工程導論(2016_T2),隨堂模式,清華大學,",商管
9061,course-v1:ncepubd_TsinghuaX+00510888X+2017_T1,2017-03-06 14:00:00,2017-06-29 17:30:00,0,,創業啓程,企業家講授，教授點評，案例與理論結合，幫你打開通往創業的大門，讓你掌握並學會運用機會識別等創業理論，感受冒險進取、堅持不懈的創業精神的魅力。,"創業啓程,隨堂模式,,",商管
8082,course-v1:yunnan_TsinghuaX+61030031X+2016_T2,2016-10-14 00:00:00,2017-01-14 00:00:00,0,,教育學導引,"教育學導引：
本課程旨在向新進入教育研究領域的研究生介紹教育基本概念、原理、方法、以及教育領域從業人員基本素質要求。包括教育學是什麼？怎樣做教育研究？誰有資格做教育研究？","教育學導引,隨堂模式,,",教育
1867,course-v1:CAU+08110140+2015_T2_,2015-06-30 08:00:00,2016-06-30 00:00:00,0,,C程序設計案例教程,C語言曾開發出UNIX操作系統等經典系統。隨着物聯網、智能終端等技術的發展，也用於開發應用程序，因其還具有硬件底層執行能力，並且易於使用，能夠持久豐富和發展。,"C程序設計案例教程,隨堂模式,中國農業大學,",程式
7018,course-v1:gxnu+test001+2016-1,2016-09-01 08:00:00,2016-09-30 01:00:00,0,,gxnutest（練習課程）,,"gxnutest（練習課程）,隨堂模式,廣西師範大學慕課平臺,",程式
3431,course-v1:HBCM+0000045603+2015_T2,2015-09-07 08:00:00,2016-05-25 00:00:00,0,,奇異的仿生學,師法自然，通過向自然學習，人類獲得了源源不斷的創造力。仿生學的起源、誕生與發展也是人類文明與科技進步的發展歷程。,"奇異的仿生學,隨堂模式,,",科學
12054,course-v1:UPValenciaX+MP3201x+2T2017,2017-06-27 08:00:00,2017-07-31 08:00:00,0,,Codificación de audio: Más allá del MP3,"En este curso el alumno estudiará los principales sistemas de reproducción de sonido espacial, como el 5.1, WFS o los sistemas binaurales.","Codificación de audio: Más allá del MP3,隨堂模式,西班牙瓦倫西亞理工大學,",程式
11188,course-v1:edX+DemoX.1+2T2017,2017-05-02 08:00:00,2018-08-31 08:00:00,0,,DemoX,<p>A fun and interactive course designed to help you explore the edX learning experience. Perfect to take before you start your course.</p>,"DemoX,隨堂模式,edX,",商管
6896,course-v1:UBCx+China300.2x+3T2016,2016-10-25 08:00:00,2016-11-21 08:00:00,0,,Chinese Thought: Ancient Wisdom Meets Modern Science - Part 2,"An introduction to early Chinese thought, exploring connections with Western philosophy, spirituality, mindfulness, modern science and everyday life.<br />","Chinese Thought: Ancient Wisdom Meets Modern Science - Part 2,隨堂模式,英屬哥倫比亞大學,",科學
3992,course-v1:bdschool+30700313+2015_T2,2015-01-15 00:00:00,2016-01-15 00:00:00,0,,心理學概論（2015春）,本課程爲心理學基礎導論課，以心理學的經典理論和最新實證研究爲藍本，以積極心理學的視角，概覽式地介紹科學心理學的基本理論、基本方法、研究領域和研究進展。,"心理學概論（2015春）,隨堂模式,,",教育
11944,course-v1:ASUx+TGM505x+1T2018,2018-01-15 08:00:00,2018-03-12 08:00:00,0,,States and Markets in the Global Economy,"Learn to predict financial crises, handle unfair trade practices and minimize risks when investing in emerging economies.","States and Markets in the Global Economy,隨堂模式,,",商管
3422,course-v1:HBCM+01030132X+2015_T2,2015-09-07 08:00:00,2016-05-25 00:00:00,0,,大學歷史與文化,"相信你渴望上大學, 但你瞭解大學的前世今生嗎? 也許你正在讀大學, 但你深入思
考過大學的意義嗎？ 甚至你讀過了大學，但你真正理解大學的價值嗎？--這門課程就是爲你開的!","大學歷史與文化,隨堂模式,,",商管
7777,course-v1:MITx+8.01.3x+1T2017,2017-01-18 08:00:00,2017-02-22 08:00:00,0,,Mechanics: Rotational Dynamics,"Learn about rotational dynamics, rigid bodies and moment of inertia in this calculus-based physics course.","Mechanics: Rotational Dynamics,隨堂模式,麻省理工學院,",運動
11101,course-v1:PennX+SD1x+2T2017,2017-05-15 08:00:00,2018-05-15 08:00:00,0,,Software Development Fundamentals,"Learn the fundamentals of object-oriented programming in Java, as well as best practices of modern software development.","Software Development Fundamentals,隨堂模式,美國賓夕法尼亞大學,",程式
11979,course-v1:UQx+IELTSx+2T2017,2017-07-24 08:00:00,2018-01-24 08:00:00,0,,IELTS Academic Test Preparation,"Prepare for the IELTS Academic tests in this comprehensive, self-paced course covering listening, speaking, reading and writing.","IELTS Academic Test Preparation,隨堂模式,昆士蘭大學,",語言
9803,course-v1:365dx+002+2017_T1,2017-02-13 08:00:00,2017-07-15 00:00:00,0,,毛澤東思想和中國特色社會主義理論體系概論（2017春）,毛澤東思想和中國特色社會主義理論體系是中國共產黨治國理政的指南針、顯微鏡和望遠鏡。本課程將帶你探索這些政治理論的來龍去脈、前因後果、微言大義和現實影響等。,"毛澤東思想和中國特色社會主義理論體系概論（2017春）,隨堂模式,,",商管
8113,course-v1:RiceX+AdvBIO_1x+2016_2017,2015-11-11 08:00:00,2015-12-31 08:00:00,0,,AP*備考——生物學，第一部分：細胞(2016_T2),本課程爲備考美國大學預修課程Advanced Placement生物學考試系列課程五個部分中的第一部分，適合於希望去美國讀本科或對外文授課有興趣的同學,"AP*備考——生物學，第一部分：細胞(2016_T2),隨堂模式,萊斯大學,",科學
8425,course-v1:TsinghuaX+20140064X+2016_2017,2016-02-22 08:00:00,2016-06-25 00:00:00,0,,工程熱力學（上）(2016_T2),本課程是與能源及動力相關各專業重要的專業基礎課，是節能的理論基礎。本課程講授熱能與機械能相互轉換以及能源有效利用的基本概念、基本規律和基本方法。,"工程熱力學（上）(2016_T2),隨堂模式,清華大學,",商管
10824,course-v1:TsinghuaX+huds_60240202X+2017_T1,2017-05-01 08:00:00,2018-05-01 23:30:00,0,,大數據平臺核心技術（2017春）,講授分佈式系統構架、分佈式編程、分佈式流處理、分佈式數據存儲管理、內存計算支持等內容，突出技術深度和實戰性。,"大數據平臺核心技術（2017春）,隨堂模式,清華大學,",程式
3088,course-v1:BIT+00701032X+2015_T2,2015-09-07 12:00:00,2016-01-31 00:00:00,0,,美國政治概論,一個年輕的國家，擁有歷史悠久的憲法；追求民主，卻提防民粹；熱愛自由，卻同樣熱愛法律——美國，一個謎一樣的國家，本課程帶你理解它的政治機制。,"美國政治概論,隨堂模式,北京理工大學,",商管
8550,course-v1:MITx+11.132x_3+1T2017,2017-02-23 08:00:00,2017-05-27 08:00:00,0,,Design and Development of Educational Technology,This project-based course explores educational technologies and the theories underlying their development through interviews with experts in the field.,"Design and Development of Educational Technology,隨堂模式,麻省理工學院,",程式
7451,course-v1:NSU_TsinghuaX+THU00013X+2016_T2,2015-09-07 08:00:00,2016-01-15 00:00:00,0,,社會創新與創業(2016秋),通過對社會創新領域專業與通識內容的廣泛學習、探索與實踐，全面多角度地瞭解和掌握社會創新的基本理論與方法。,"社會創新與創業(2016秋),隨堂模式,,",商管
4548,course-v1:TsinghuaX+30240184_2X+2016_T1,2016-03-15 08:00:00,2016-06-08 07:59:00,0,computer,數據結構(下)(2016春),本課程旨在圍繞各類數據結構的設計與實現，揭示其中的規律原理與方法技巧；同時針對算法設計及其性能分析，使學生了解並掌握主要的套路與手段。,"數據結構(下)(2016春),隨堂模式,清華大學,計算機",程式
11083,course-v1:sdjtu+070114+2017-T1,2017-05-01 08:00:00,2018-01-10 23:30:00,0,,土木工程製圖,,"土木工程製圖,隨堂模式,,",程式
7012,course-v1:ChalmersX+ChM005x+3T2016,2016-10-31 08:00:00,2016-12-01 08:00:00,0,,System Design for Supply Chain Management and Logistics,"Learn how leading supply chains are designed, what makes them competitive and how to use the SCOR model for analysis to increase your business’s ROI.","System Design for Supply Chain Management and Logistics,隨堂模式,查爾姆斯理工大學,",商管
9503,course-v1:NBUX+MH001x_p3+sp,2016-11-26 10:00:00,,1,medicine,音樂健康說（微慕課）,本課程來自於《音樂與健康》。你想知道爲什麼歌唱家特別長壽的祕訣嗎？聽古典音樂能使你變得更聰明嗎？失眠了怎麼給自己開一劑音樂處方？歐陽修用了什麼音樂方法治好了自己的憂鬱症？音樂是日常生活中必不可少的心靈良藥，而健康又是人生永恆的追求，這兩者之間到底有哪些關聯呢？本課程精心設計了音樂與健康、治療、養生、音樂處方單等八個專題的內容，適合喜愛音樂和關注身心健康的人羣。課程內容新穎、實用，講授通俗易懂，師生互動自然而和諧，適合普通大衆也適合全體大學生。,"音樂健康說（微慕課）,自主模式,寧波大學,醫學·健康,藝術·設計",音樂
8437,course-v1:TsinghuaX+40050455X+2016_2017,2016-02-29 08:00:00,2016-06-12 00:00:00,0,,水處理工程-生化技術(2016_T2),環境工程、市政工程等專業的主幹專業課，主要講述水和廢水處理中主要的生物處理方法的基本原理、工藝構成、運行特點、工藝計算方法以及部分工程實例。,"水處理工程-生化技術(2016_T2),隨堂模式,清華大學,",商管
8979,course-v1:dongguan+gaozhong32+20161223,2016-12-25 08:00:00,2017-04-25 00:00:00,0,,準高一化學銜接課,,"準高一化學銜接課,隨堂模式,,",程式
258,MITx/6_041x/2014_T2,2016-09-08 08:00:00,2016-12-08 23:30:00,0,math,概率論——不確定性的科學,一門關於概率模型的導論課，同時涵蓋了隨機過程和統計推斷的一些基本知識。,"概率論——不確定性的科學,隨堂模式,麻省理工學院,數學",科學
11973,course-v1:DelftX+OT.1x+2T2017,2017-08-28 08:00:00,2017-10-17 08:00:00,0,,Observation Theory: Estimating the Unknown,Learn how to estimate parameters from observational data for real-world engineering applications and assess the quality of the results.,"Observation Theory: Estimating the Unknown,隨堂模式,荷蘭代爾夫特理工大學,",程式
7647,course-v1:MichiganX+UX509x+2T2017,2017-07-18 08:00:00,2018-07-18 08:00:00,0,,UX (User Experience) Capstone,Use the skills and knowledge gained through User Experience (UX) Research and Design MicroMasters courses to design and conduct a complete UX project.,"UX (User Experience) Capstone,隨堂模式,密歇根大學,",程式
8319,course-v1:TsinghuaX+00040132X+2016_2017,2016-04-19 08:00:00,2016-08-25 00:00:00,0,,寶玉石鑑賞(2016_T2),寶玉石，既是自然美的精華，也是財富身份的象徵。《寶玉石鑑賞》讓你瞭解寶石的自然屬性和歷史文化，帶你進入寶石的奇妙世界。,"寶玉石鑑賞(2016_T2),隨堂模式,清華大學,",科學
8433,course-v1:TsinghuaX+61030031X+2016_2017,2017-03-01 08:00:00,2017-07-01 00:00:00,0,,教育學導引(2016_T2),"教育學導引：
本課程旨在向新進入教育研究領域的研究生介紹教育基本概念、原理、方法、以及教育領域從業人員基本素質要求。包括教育學是什麼？怎樣做教育研究？誰有資格做教育研究？","教育學導引(2016_T2),隨堂模式,清華大學,",教育
11416,course-v1:UPValenciaX+FCO201x+2T2017,2017-06-06 08:00:00,2018-06-06 08:00:00,0,,Fundamentos de Comunicaciones Ópticas,"Se tratan conceptos básicos de las comunicaciones ópticas como el guiado, los modos, la atenuación o la dispersión y el diseño de sistemas.","Fundamentos de Comunicaciones Ópticas,隨堂模式,西班牙瓦倫西亞理工大學,",程式
1582,course-v1:universityx+gdgy+2015-09,2015-07-02 00:00:00,2015-10-02 00:00:00,0,,古代漢語文學,,"古代漢語文學,隨堂模式,,",語言
3086,course-v1:BIT+00690092X+2015_T2,2015-09-07 12:00:00,2016-01-31 00:00:00,0,,邏輯學概論,“邏輯”是什麼？大家都很熟悉卻又似乎難以說清。本課程將告訴你：作爲一門學科，邏輯學研究的是什麼，以及它的基本思路、原則和方法。,"邏輯學概論,隨堂模式,北京理工大學,",科學
6220,course-v1:ChongqingUniversity+SE21013+2016_T1,2016-09-05 08:00:00,2016-11-15 00:00:00,0,,數據結構與算法,《數據結構與算法》是軟件工程本科專業的專業基礎課程。課程的主要目的是使學生掌握數據結構與算法的基礎理論和基本方法，提高學生對各種數據結構與算法的程序設計能力，以及提高學生對數據結構與算法的實際運用能力。課程主要內容包括線性表、棧和隊列、二叉樹、樹、圖、內排序、文件管理和外排序、檢索、索引技術和分析技術。課程既包括基礎概念、基本方法的理論學習，也包括數據結構與算法的C++語言實現，理論與和實踐並重。,"數據結構與算法,隨堂模式,重慶大學,",程式
7573,course-v1:LinuxFoundationX+LFS152x+3T2016,2016-10-12 08:00:00,2018-04-12 08:00:00,0,,Introduction to OpenStack,"Get an in-depth primer on OpenStack, the leading cloud computing platform, directly from The Linux Foundation, the leader in professional open source management and the platform provider for the Certified OpenStack Administrator exam.","Introduction to OpenStack,隨堂模式,Linux基金會,",程式
6058,course-v1:Organization+003+2014_4,2016-04-25 00:00:00,2017-04-26 00:00:00,0,,公積金的那些事兒,"本門課程共包括五部分。
第一部分：市屬公積金
第二部分：市屬公積金組合貸
第三部分：國管公積金
第四部分：國管公積金組合貸
第五部分：中直公積金","公積金的那些事兒,隨堂模式,,",商管
11451,course-v1:TsinghuaX+80515522X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,中國房地產發展之路（2017秋）,課程以透析房地產業的各級產業鏈和房地產的各物業類型爲雙向維度展開，剖析房地產業在國民經濟中的地位以及房地產業和房地產市場發展所面臨的挑戰。,"中國房地產發展之路（2017秋）,隨堂模式,清華大學,經管·會計",商管
7447,course-v1:FUDAN_TsinghuaX+20250064X+2016_T2,2016-09-05 00:00:00,2017-01-05 23:30:00,0,,模擬電子技術基礎(基礎部分)(2016秋),電子技術的應用“無所不在”。不管哪個領域、哪個行業，爲實現現代化、自動化、信息化，就必須配以電子系統。“電子技術基礎”課程教授實現電子系統必備的基礎知識。,"模擬電子技術基礎(基礎部分)(2016秋),隨堂模式,,",商管
7099,course-v1:Microsoft+DAT207x+6T2016,2016-09-05 08:00:00,2016-10-14 08:00:00,0,,Analyzing and Visualizing Data with Power BI,"Learn Power BI, a powerful cloud-based service that helps data scientists visualize and share insights from their organizations’ data.","Analyzing and Visualizing Data with Power BI,隨堂模式,微軟,",程式
7170,course-v1:TsinghuaX+30240184_2X+sp,2016-08-01 08:00:00,,1,computer,數據結構(下)(自主模式),本課程旨在圍繞各類數據結構的設計與實現，揭示其中的規律原理與方法技巧；同時針對算法設計及其性能分析，使學生了解並掌握主要的套路與手段。,"數據結構(下)(自主模式),自主模式,清華大學,計算機",程式
11310,course-v1:UPValenciaX+GM201x+2T2017,2017-05-29 08:00:00,2018-05-29 08:00:00,0,,Cómo implantar grupos de mejora de procesos,"Veremos las fases de la mejora de procesos, las características del equipo ideal y técnicas para trabajar grupos de resolución de problemas.","Cómo implantar grupos de mejora de procesos,隨堂模式,西班牙瓦倫西亞理工大學,",運動
7732,course-v1:HarvardX+MUS24.5x+1T2016,2016-10-31 08:00:00,2017-01-28 08:00:00,0,,"First Nights: Igor Stravinsky’s The Rite of Spring: Modernism, Ballet, and Riots","Learn the fascinating history of Igor Stravinsky’s <em>The Rite of Spring</em>, one of the most challenging and rewarding ballets ever written.","First Nights: Igor Stravinsky’s The Rite of Spring: Modernism, Ballet, and Riots,隨堂模式,哈佛大學,",程式
11881,course-v1:TsinghuaX+00510493X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,產業組織理論（2017秋）,從傳統市場到新興的雙邊市場，本課程以嚴謹的理論視角洞察紛繁的定價與競爭現象，爲分析企業策略、產業結構以及政府管制提供基本理論框架。,"產業組織理論（2017秋）,隨堂模式,清華大學,經管·會計",商管
11983,course-v1:UPValenciaX+BSP102x+2T2017,2017-06-20 08:00:00,2017-07-17 08:00:00,0,,Basic Spanish 2: One Step Further,"Beginners course for learners of Spanish that focuses not only on language, but also on cultural aspects, specifically designed for English speakers.","Basic Spanish 2: One Step Further,隨堂模式,西班牙瓦倫西亞理工大學,",程式
6119,course-v1:mechanology+jx01+2016-T1,2017-02-27 08:00:00,2017-06-30 00:00:00,0,,機械設計基礎,,"機械設計基礎,隨堂模式,華南理工大學,",程式
8355,course-v1:FullbridgeX+Career3x+3T2016,2016-10-27 08:00:00,2017-10-27 08:00:00,0,,Problem Solving and Critical Thinking Skills,"Develop your ability to tackle complex problems in the workplace using known analytical problem solving techniques, design thinking, and effective research.","Problem Solving and Critical Thinking Skills,隨堂模式,,",程式
4526,course-v1:TsinghuaX+00460032X+sp,2015-11-15 09:30:00,,1,environment,應對氣候變化的中國視角（自主模式）,瞭解中國對氣候變化及其影響的立場、行動與未來計劃。,"應對氣候變化的中國視角（自主模式）,自主模式,清華大學,環境·地球",運動
3600,course-v1:nankaiX+00740043X+2015_T2,2017-06-10 09:00:00,2017-08-20 23:30:00,0,,C++語言程序設計基礎,本課程爲基礎篇， 進階篇見 https://www.xuetangx.com/courses/TsinghuaX/00740043_2X/2015_T1/about,"C++語言程序設計基礎,隨堂模式,,",程式
